"concept_id","concept_name","concept_code","vocabulary_id"
41407865,"0.5 ML Methylprednisolone 40 MG/ML Injectable Solution [Urbason] Box of 240","OMOP2605827","RxNorm Extension"
41407179,"0.5 ML Methylprednisolone 40 MG/ML Injectable Solution [Urbason] Box of 250","OMOP2605141","RxNorm Extension"
41407864,"0.5 ML Methylprednisolone 40 MG/ML Injectable Solution [Urbason] Box of 3","OMOP2605826","RxNorm Extension"
41410222,"0.5 ML Methylprednisolone 40 MG/ML Injectable Solution [Urbason] Box of 3 by Sanofi","OMOP2608184","RxNorm Extension"
41409957,"0.5 ML Methylprednisolone 40 MG/ML Injectable Solution [Urbason] Box of 50","OMOP2607919","RxNorm Extension"
41409558,"0.5 ML Methylprednisolone 40 MG/ML Injectable Solution [Urbason] Box of 60","OMOP2607520","RxNorm Extension"
41407200,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution","OMOP2605162","RxNorm Extension"
41407801,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution Box of 1","OMOP2605763","RxNorm Extension"
41408207,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution Box of 10","OMOP2606169","RxNorm Extension"
41407799,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution Box of 100","OMOP2605761","RxNorm Extension"
41407798,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution Box of 1000","OMOP2605760","RxNorm Extension"
41408206,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution Box of 120","OMOP2606168","RxNorm Extension"
41407199,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution Box of 3","OMOP2605161","RxNorm Extension"
41407800,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution Box of 30","OMOP2605762","RxNorm Extension"
41408943,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution Box of 5","OMOP2606905","RxNorm Extension"
41407381,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution Box of 500","OMOP2605343","RxNorm Extension"
41409189,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp]","OMOP2607151","RxNorm Extension"
41409540,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 1","OMOP2607502","RxNorm Extension"
41409060,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 1 by Sanofi","OMOP2607022","RxNorm Extension"
41408984,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 10","OMOP2606946","RxNorm Extension"
41408873,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 10 by Sanofi","OMOP2606835","RxNorm Extension"
41408983,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 100","OMOP2606945","RxNorm Extension"
41407319,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 100 by Sanofi","OMOP2605281","RxNorm Extension"
41409721,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 1000","OMOP2607683","RxNorm Extension"
41407515,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 1000 by Sanofi","OMOP2605477","RxNorm Extension"
41409723,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 3","OMOP2607685","RxNorm Extension"
41409608,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 3 by Sanofi","OMOP2607570","RxNorm Extension"
41409382,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 30","OMOP2607344","RxNorm Extension"
41407516,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 30 by Sanofi","OMOP2605478","RxNorm Extension"
41407434,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 5","OMOP2605396","RxNorm Extension"
41407517,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 5 by Sanofi","OMOP2605479","RxNorm Extension"
41408261,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 500","OMOP2606223","RxNorm Extension"
41407725,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 500 by Sanofi","OMOP2605687","RxNorm Extension"
41409936,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam]","OMOP2607898","RxNorm Extension"
41409726,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam] Box of 1","OMOP2607688","RxNorm Extension"
41409383,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam] Box of 10","OMOP2607345","RxNorm Extension"
41409724,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam] Box of 100","OMOP2607686","RxNorm Extension"
41408041,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam] Box of 1000","OMOP2606003","RxNorm Extension"
41408042,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam] Box of 120","OMOP2606004","RxNorm Extension"
41410117,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam] Box of 3","OMOP2608079","RxNorm Extension"
41408616,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam] Box of 30","OMOP2606578","RxNorm Extension"
41409384,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam] Box of 5","OMOP2607346","RxNorm Extension"
41407437,"0.5 ML Triamcinolone 40 MG/ML Injectable Solution [Triam] Box of 500","OMOP2605399","RxNorm Extension"
43773984,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension","OMOP717088","RxNorm Extension"
41408585,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension Box of 1","OMOP2606547","RxNorm Extension"
43864304,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension Box of 10","OMOP717091","RxNorm Extension"
43828005,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension Box of 100","OMOP717092","RxNorm Extension"
41407380,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension Box of 1000","OMOP2605342","RxNorm Extension"
41409140,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension Box of 120","OMOP2607102","RxNorm Extension"
43719879,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension Box of 3","OMOP717089","RxNorm Extension"
41409141,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension Box of 30","OMOP2607103","RxNorm Extension"
43648159,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension Box of 5","OMOP717090","RxNorm Extension"
41407198,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension Box of 500","OMOP2605160","RxNorm Extension"
41407844,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp]","OMOP2605806","RxNorm Extension"
41407436,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 1","OMOP2605398","RxNorm Extension"
41410204,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 1 by Sanofi","OMOP2608166","RxNorm Extension"
41407634,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 10","OMOP2605596","RxNorm Extension"
41410015,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 10 by Sanofi","OMOP2607977","RxNorm Extension"
41408262,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 100","OMOP2606224","RxNorm Extension"
41407318,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 100 by Sanofi","OMOP2605280","RxNorm Extension"
41408040,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 1000","OMOP2606002","RxNorm Extension"
41407723,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 1000 by Sanofi","OMOP2605685","RxNorm Extension"
41407435,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 3","OMOP2605397","RxNorm Extension"
41408517,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 3 by Sanofi","OMOP2606479","RxNorm Extension"
41408797,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 30","OMOP2606759","RxNorm Extension"
41407928,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 30 by Sanofi","OMOP2605890","RxNorm Extension"
41409722,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 5","OMOP2607684","RxNorm Extension"
41410203,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 5 by Sanofi","OMOP2608165","RxNorm Extension"
41408453,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 500","OMOP2606415","RxNorm Extension"
41407724,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam Mp] Box of 500 by Sanofi","OMOP2605686","RxNorm Extension"
43630095,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam]","OMOP717093","RxNorm Extension"
41409725,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam] Box of 1","OMOP2607687","RxNorm Extension"
43755945,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam] Box of 10","OMOP717100","RxNorm Extension"
43864305,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam] Box of 10 by Winthrop","OMOP717101","RxNorm Extension"
43755946,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam] Box of 100","OMOP717102","RxNorm Extension"
43738022,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam] Box of 100 by Winthrop","OMOP717103","RxNorm Extension"
41407845,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam] Box of 1000","OMOP2605807","RxNorm Extension"
41410116,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam] Box of 120","OMOP2608078","RxNorm Extension"
43648160,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam] Box of 3","OMOP717096","RxNorm Extension"
43611976,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam] Box of 3 by Winthrop","OMOP717097","RxNorm Extension"
41409190,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam] Box of 30","OMOP2607152","RxNorm Extension"
43719880,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam] Box of 5","OMOP717098","RxNorm Extension"
43738021,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam] Box of 5 by Winthrop","OMOP717099","RxNorm Extension"
41409935,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam] Box of 500","OMOP2607897","RxNorm Extension"
43630096,"0.5 ML Triamcinolone 40 MG/ML Injectable Suspension [Triam] by Winthrop","OMOP717095","RxNorm Extension"
41409883,"0.5 ML prednisolone 20 MG/ML Injectable Solution","OMOP2607845","RxNorm Extension"
41407205,"0.5 ML prednisolone 20 MG/ML Injectable Solution Box of 1","OMOP2605167","RxNorm Extension"
41410081,"0.5 ML prednisolone 20 MG/ML Injectable Solution Box of 15","OMOP2608043","RxNorm Extension"
41407204,"0.5 ML prednisolone 20 MG/ML Injectable Solution Box of 3","OMOP2605166","RxNorm Extension"
41410125,"0.5 ML prednisolone 20 MG/ML Injectable Solution [Decortin]","OMOP2608087","RxNorm Extension"
41409545,"0.5 ML prednisolone 20 MG/ML Injectable Solution [Decortin] Box of 1","OMOP2607507","RxNorm Extension"
41408049,"0.5 ML prednisolone 20 MG/ML Injectable Solution [Decortin] Box of 15","OMOP2606011","RxNorm Extension"
41407256,"0.5 ML prednisolone 20 MG/ML Injectable Solution [Decortin] Box of 3","OMOP2605218","RxNorm Extension"
41407525,"0.5 ML prednisolone 20 MG/ML Injectable Solution [Decortin] Box of 3 by Mylan","OMOP2605487","RxNorm Extension"
702628,"0.9 ML triamcinolone acetonide 40 MG/ML Injection","2585221","RxNorm"
702629,"0.9 ML triamcinolone acetonide 40 MG/ML Injection [Xipere]","2585226","RxNorm"
21067387,"1 ML Dexamethasone 0.02 MG/ML Oral Solution","OMOP291605","RxNorm Extension"
21077280,"1 ML Dexamethasone 0.02 MG/ML Oral Suspension","OMOP291607","RxNorm Extension"
21028112,"1 ML Dexamethasone 0.04 MG/ML Oral Solution","OMOP291638","RxNorm Extension"
21028113,"1 ML Dexamethasone 0.04 MG/ML Oral Suspension","OMOP291640","RxNorm Extension"
21037920,"1 ML Dexamethasone 0.05 MG/ML Oral Solution","OMOP291624","RxNorm Extension"
21165618,"1 ML Dexamethasone 0.05 MG/ML Oral Suspension","OMOP291627","RxNorm Extension"
21135988,"1 ML Dexamethasone 0.1 MG/ML Oral Solution","OMOP291540","RxNorm Extension"
35161862,"1 ML Dexamethasone 0.1 MG/ML Oral Solution [Decadron]","OMOP4818826","RxNorm Extension"
35142689,"1 ML Dexamethasone 0.1 MG/ML Oral Solution by Nissin","OMOP4799800","RxNorm Extension"
35142078,"1 ML Dexamethasone 0.1 MG/ML Oral Solution by Towa","OMOP4799199","RxNorm Extension"
21096788,"1 ML Dexamethasone 0.1 MG/ML Oral Suspension","OMOP291542","RxNorm Extension"
21116402,"1 ML Dexamethasone 0.2 MG/ML Oral Solution","OMOP291591","RxNorm Extension"
43661832,"1 ML Dexamethasone 0.2 MG/ML Oral Solution [Solutio Cordes]","OMOP725502","RxNorm Extension"
43787422,"1 ML Dexamethasone 0.2 MG/ML Oral Solution [Solutio Cordes] by Ichthyol-Gesellschaft Cordes","OMOP725503","RxNorm Extension"
21047745,"1 ML Dexamethasone 0.2 MG/ML Oral Suspension","OMOP291594","RxNorm Extension"
21028110,"1 ML Dexamethasone 0.25 MG/ML Oral Solution","OMOP291616","RxNorm Extension"
21175338,"1 ML Dexamethasone 0.25 MG/ML Oral Suspension","OMOP291618","RxNorm Extension"
21057550,"1 ML Dexamethasone 0.3 MG/ML Oral Solution","OMOP291620","RxNorm Extension"
21067389,"1 ML Dexamethasone 0.3 MG/ML Oral Suspension","OMOP291622","RxNorm Extension"
21155814,"1 ML Dexamethasone 0.4 MG/ML Oral Solution","OMOP291611","RxNorm Extension"
21028109,"1 ML Dexamethasone 0.4 MG/ML Oral Suspension","OMOP291613","RxNorm Extension"
21126126,"1 ML Dexamethasone 0.5 MG/ML Oral Solution","OMOP291544","RxNorm Extension"
21145862,"1 ML Dexamethasone 0.5 MG/ML Oral Suspension","OMOP291546","RxNorm Extension"
