concept_id,concept_code,concept_name,vocabulary_id
21498405,LA22687-0,Only a little,LOINC
21498945,LA22686-2,To some extent,LOINC
21499110,LA22685-4,Rather much,LOINC
45883172,LA6568-5,Not at all,LOINC
45885256,LA13914-9,Very much,LOINC
